Symbol,Company,Sector,Industry
0HOB.L,ARSEUS NV NPV,,
0HOJ.L,COFINIMMO ORD NPV,,
0HOU.L,COMPUGROUP HOLDING AG NPV,,
0HOY.L,INTRACOM HLDGS SA EUR1.41,,
0HQN.L,KONGSBERG AUTOMOTIVE ASA NOK0.50,,
0HQU.L,ALCOA INC COM STK USD1,,
0HQW.L,COLRUYT SA NPV,,
0HR3.L,STALLERGENES EUR0.95,,
0HRJ.L,DUNI AB SEK10,,
0HRR.L,SSAB(SVENSKT STAL)AB SER`A`NPV,,
0HRZ.L,STALLERGENES EUR0.95,,
0HT4.L,L`OREAL EUR0.20,,
0HTF.L,FIAT SPA DI RISP EUR5(NON CNV),,
0HVB.L,HAULOTTE GROUP EUR0.13,,
0HVF.L,INGENICO EUR1,,
0HVP.L,TESFRAN EUR20,,
0HW4.L,KONGSBERG AUTOMOTIVE ASA NOK0.50,,
0HWG.L,SINTERCAST NPV,,
0HYI.L,CEMENTIR SPA EUR1,,
0HYP.L,SIMULATION ANALYSIS & FORECASTING CHF0.04 (BR),,
0HZD.L,EURAZEO ORD NPV,,
0I0H.L,ABC ARBITRAGE EUR0.016,,
0I0T.L,EUROMEDIS GROUPE EUR2,,
0I14.L,VERTICE TRESCIENTOS SESENTA GRADOS EUR0.50,,
0I1W.L,SANOMA WSOY OYJ NPV,,
0I3I.L,WERELDHAVE BELGIUM NPV,,
0I3Q.L,ATLANTIC AIRWAYS P/F DKK100,,
0I47.L,DEUTSCHE EUROSHOP AG NPV,,
0I4X.L,ST MICROELECTRONICS EUR1.04,,
0I5O.L,ELMA HOLDING EUR0.09,,
0I6Q.L,ALFA LAVAL AB NPV,,
0I77.L,DELHAIZE FRERES ET CIE(LE LION)SA NPV,,
0ICP.L,EUROPACORP EUR0.34,,
0IDU.L,PIXELPARK AG NPV,,
0IHP.L,ATRIUM LJUNGBERG SER`B`NPV (POST SPLIT),,
0II4.L,KONE OYJ NPV ORD `B`,,
0IIH.L,VIVENDI EUR5.5,,
0IJO.L,BALKANKAR REKORD AD BGN1,,
0IJV.L,MEINL EUROPEAN LAND EUR5(AUST CERT),,
0IKJ.L,KOMERCNI BANKA CZK500,,
0IKW.L,WARTSILA OYJ ABP EUR3.5,,
0IL0.L,ST MICROELECTRONICS EUR1.04,,
0ILL.L,FLUIDRA SA EUR1,,
0ILW.L,LABORATORIOS FARMACEUTOCOS ROVI SA EUR0.06,,
0IP9.L,BASTIDE LE CONFORT MEDICAL EUR0.45,,
0IPD.L,PAGES JAUNES EUR0.2,,
0IPT.L,MOBOTIX AG NPV (REG),,
0IQC.L,AUBAY TECHNOLOGY EUR0.50,,
0IR9.L,MERCIALYS EUR1,,
0IRE.L,BULGARIAN HOLDING CO BGN1,,
0IRN.L,ALTAREA NPV,,
0ITS.L,SCOR EUR7.876972,,
0ITV.L,INDUSTRIALEN KAPITAL HLDG AD BGN1,,
0IVW.L,SPAREBANKEN MIDT NORGE PRIMARY CAPITAL CERT NOK25,,
0IW7.L,THALES EUR3,,
0IXY.L,LATECOERE EUR2,,
0IXZ.L,FONCIERE LYONNAISE EUR2,,
0J1G.L,ALLGEMEINE BAUGESELLSCHAFT PORR AG NPV(VAR),,
0J1R.L,SPAREBANKEN NORD NORGE NOK50,,
0J2O.L,ZON MULTIMEDIA SERVICIOS EUR0.01,,
0J2R.L,CROSSWOOD SA EUR3,,
0J3F.L,SOFIBUS NPV,,
0J3H.L,SODEXHO EUR4,,
0J50.L,BANCO PASTOR EUR0.33 (POST SPLIT),,
0J5Q.L,ORAD HI TEC SYSTEMS ORD ILS0.01,,
0J6Y.L,TELEPERFORMANCE EUR2.50,,
0J86.L,MBB INDUSTRIES AG NPV,,
0J8W.L,ASPO OYJ NPV,,
0JBY.L,CS COMMUMICATION & SYSTEMES EUR5,,
0JDI.L,JULIUS MEINL COFFEE INTL. AS EUR0.34 SERIES`3`,,
0JDM.L,ENERVIT SPA NPV,,
0JDP.L,,,
0JEW.L,OPTION NV NPV,,
0JFM.L,PSI GROUP NOK0.62,,
0JFT.L,ZLATA MONETA II NPV,,
0JGB.L,ELEKTROBIT OYJ NPV,,
0JGK.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF MSCI EMERGING MARKETS,,
0JH3.L,REJLERKONCERNEN AB NPV`B`,,
0JN9.L,TECHNOTRANS AG NPV,,
0JNI.L,DSV DKK1,,
0JOI.L,JINHUI SHIPPING & TRANSPORTATION ORD USD0.05,,
0JPB.L,RAMADA INVESTIMENTOS SGPS SA EUR1,,
0JQQ.L,AUDIO VISUAL ENTERPRISES S.A EUR0.7,,
0JQR.L,ARCHER-DANIELS-MIDLAND CO COM STK NPV,,
0JR1.L,ATMEL CORP COM STK USD0.001,,
0JR2.L,BINDER&CO AG NPV (BR),,
0JRL.L,REINET INVESTMENTS SCA NPV,,
0JS2.L,KOGEL FAHRZEUGWERK AG NON VTG PRF NPV,,
0JT5.L,SIPEF SA NPV,,
0JYM.L,GALAPAGOS NV ORD NPV,,
0JYO.L,MLP AG NPV,,
0JYZ.L,BB BIOTECH CHF1,,
0JZ0.L,LOOMIS AB NPV`B`,,
0JZ1.L,LOVECH-TOURS JSC BGN1,,
0JZS.L,PINGUINLUTOSA NV NPV,,
0JZZ.L,LPKF LASER & ELECTRONICS AG NPV,,
0K2F.L,WACKER NEUSON SE NPV,,
0K2K.L,BILLBOARD AD BGN10,,
0K3H.L,EXPAT BETA REIT-SOFIA BGN1,,
0K45.L,,,
0K6F.L,DRAGERWERK AG NON VTG PREF NPV,,
0K6R.L,RILKEN S.A. EUR2,,
0K7J.L,AURUBIS AG ORD NPV,,
0K7U.L,ANTENA 3 TELEVISION EUR0.75,,
0K7V.L,AGFA GEVAERT NV ORD NPV,,
0K80.L,AUTOLIV INC USD1 SDR,,
0K85.L,APRIL GROUP EUR0.4,,
0K8M.L,AREVA(CI) EUR38(CERT D`INVEST),,
0K91.L,DERICHEBOURG EUR2,,
0K92.L,EUROCASTLE INVESTMENT ORD NPV,,
0K9E.L,EURONAV NPV,,
0K9L.L,FIAT SPA DI RISP EUR5(NON CNV),,
0K9O.L,RALLYE EUR3,,
0K9W.L,HAL TRUST CERTS(1 UNIT),,
0KAB.L,IPSOS EUR0.25,,
0KBI.L,NEXITY EUR5,,
0KBK.L,BANCA POPOLARE DELL`ETRURIA LAZIO EUR3,,
0KBL.L,SEAT-PAGINE GIALLE NPV,,
0KBZ.L,REALIA BUSINESS SA ORD EUR0.24,,
0KC4.L,REXEL PROMESSES EUR5,,
0KCI.L,SOLARIA ENERGIA Y MEDIO AMBIENTE SA EUR0.01,,
0KCK.L,SSAB(SVENSKT STAL)AB SER`B`NPV,,
0KED.L,BARCO(NEW) NPV,,
0KEF.L,INFINEON TECHNOLOGIES AG ORD NPV,,
0KEI.L,MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD),,
0KEJ.L,BAYERISCHE MOTOREN WERKE AG NON VTG PREF EUR1,,
0KEQ.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF EURO CASH,,
0KEZ.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF LEVERAGED DJ EURO STOXX 50,,
0KF5.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF WORLD WATER,,
0KFU.L,REVENIO GROUP CORP EUR0.30,,
0KFZ.L,DANONE ORD EUR0.25,,
0KGE.L,TIETO OYJ ORD NPV,,
0KGY.L,UNITED INTERNATIONAL ENTERPRISE COM STK USD10,,
0KHE.L,BTS GROUP AB NPV`B`,,
0KHZ.L,GEOX S.P.A. ORD EUR0.1,,
0KII.L,UPONOR OYJ NPV,,
0KIZ.L,SSAB AB SER`A`NPV,,
0KJD.L,IBERSOL SGPS SA EUR1,,
0KSA.L,PORTUCEL-EMPRESA PRODUTORA DE PASTA EUR1,,
0KSX.L,POL-AQUA S.A. PLN1,,
0KX9.L,EADS(EURO AERONAUTIC DEFENSE SPACE) EUR1,,
0KXO.L,GLOBAL TENDER BARGES ASA NOK0.60,,
0KYY.L,PLAMA PUR NPV,,
0L9E.L,GRUPO EMPRESARIAL SAN JOSE SA EUR0.03,,
0L9F.L,CREDIT SUISSE GROUP CHF0.04,,
0L9G.L,LUNDIN MINING CORP SDR-EACH REPR 1 COM NPV,,
0LBM.L,VALE SA ADR REPR 1 ORD SHS NPV SPON,,
0LC3.L,MONTE NPV,,
0LC6.L,PHYLAXIA 1912 HLDG HUF200,,
0LCX.L,FUCHS PETROLUB AG NON VTG PRF NPV,,
0LD5.L,EAG-BETEILIGUNGS AG NPV,,
0LNG.L,UNILEVER NV CVA EUR0.16,,
0LO3.L,FUGRO NV EUR0.05,,
0LO4.L,WESSANEN(KONINKLIJKE)NV CVA EUR1(POST CONSOLIDATION),,
0LOD.L,KONINKLIJKE AHOLD NV EUR0.30,,
0LOE.L,REED ELSEVIER NV EUR0.07,,
0LP3.L,SUPER DE BOER NV ORD EUR1.30,,
0LQ1.L,MULINSAR SA SICAV EUR10,,
0LR2.L,KRONES AG ORD NPV,,
0LRK.L,JUMBO SA EUR1.4,,
0LS8.L,ULMA CONSTRUCCION SA PLN2,,
0LSL.L,CENTRAL EUROPEAN DISTRIBUTION CORP COM STK USD0.01,,
0LTG.L,CERSANIT-KRASNYSTAW PLN0.10,,
0LTI.L,ENERGOPOL PLN4,,
0LUS.L,INTERNETOWY DOM MAKLERSKI S.A. PLN0.1,,
0LVJ.L,IRENA(HUTA SZKLA)SA PLN3,,
0LVK.L,LENA LIGHTING S.A. PLN0.05,,
0LW9.L,LENTEX PLN2.05,,
0LWG.L,M.W. TRADE S.A. PLN0.1,,
0LWH.L,NFI JUPITER PLN0.1,,
0LXB.L,NFI PROGRESS PLN0.10,,
0LXC.L,POLISH ENERGY PARTNERS SA PLN2,,
0M09.L,QUMAK-SEKOM PLN1,,
0M0A.L,ROCKWOOL INTERNATIONAL SER`A`DKK10,,
0M29.L,SOS CORPORACION ALIMENTARIA SA EUR1.5025,,
0M2N.L,BULGARIAN RIVER SHIPPING EAD BGN1,,
0M3Q.L,STATOIL ASA NOK2.50,,
0M8V.L,BIF(HUNGARY) HUF100,,
0M9A.L,FORMPIPE SOFTWARE AB NPV,,
0MCJ.L,HAMBORNER REIT AG NPV,,
0MCK.L,SVENSKA CELLULOSA AB-SCA SER`A`NPV,,
0MDB.L,SVENSKA CELLULOSA AB-SCA SER`B`NPV,,
0MG2.L,FIELMANN AG NPV,,
0MGC.L,GENMAB AS DKK1(BR),,
0MGS.L,FAURECIA EUR7,,
0MHU.L,PEAB AB SER`B`NPV,,
0MHW.L,INDUSTRIVARDEN AB SER`C`NPV,,
0MKP.L,SOL MELIA S.A. EUR0.20,,
0ML1.L,SONAE SGPS SA EUR1,,
0MQ2.L,KONINKLIJKE VOPAK EUR0.50,,
0MR6.L,BYGGMAX GROUP AB NPV,,
0MV4.L,FREENET AG NPV,,
0MYY.L,LINDAB INTL AB NPV,,
0N4Y.L,DANIELI & C DI RISP EUR1(NON CV),,
0N61.L,ALTAMIR AMBOISE EUR6,,
0NI1.L,RECTICEL NPV,,
0NIQ.L,SAES GETTERS DI RISP  EUR0.52 NC,,
0NMK.L,VIRBAC EUR1.25,,
0NMO.L,VESTAS WIND SYSTEMS DKK1,,
0NNF.L,ZIGNAGO VETRO EUR0.10,,
0NQM.L,RHOEN KLINIKUM AG ORD NPV,,
0NQP.L,VINCI EUR2.5,,
0NR1.L,TELEVISION FRANCAISE(T.F.1) EUR0.20,,
0NUG.L,ELIA SYSTEM OPERATOR NPV,,
0NV5.L,TOD`S SPA EUR2,,
0NW2.L,PLASTIC OMNIUM(CIE) EUR0.5,,
0NWV.L,BANCA POPOLARE DI SONDRIO EUR3,,
0NX1.L,TRIGANO EUR4.25678,,
0NX2.L,AALBERTS INDUSTRIES EUR0.25,,
0NX3.L,ABB LTD CHF1.03,,
0NZ7.L,BERTRANDT AG NPV,,
0NZR.L,L`OREAL EUR0.20,,
0O1R.L,VETO PROMESSES EUR2.5,,
0OA4.L,ALSTRIA OFFICE REIT-AG NPV (BR),,
0OAL.L,NOLATO AB SER`B`NPV,,
0OAW.L,AMERICAN INTERNATIONAL GROUP INC COM STK USD2.50,,
0OBQ.L,VIVALIS EUR0.15,,
0OF7.L,D AMICO INTERNATIONAL SHIPPING NPV,,
0OFM.L,ENERGIAS DE PORTUGAL SA EUR1,,
0OJC.L,FLSMIDTH & CO AS DKK20,,
0P2N.L,XING AG NPV,,
0P2W.L,,,
0P6M.L,,,
0QMW.L,,,
0R3T.L,,,
3IN.L,FT-SE E300 Euro Blanc,,
AAF.L,Albion Enterprise Vct Plc,,
AAL.L,Aberdeen Asian Income Fund Ltd,,
ABDN.L,Aberdeen New Dawn Investment Trust Plc,,
ABF.L,,,
ADM.L,Aberdeen Diversified Income and Growth T,,
AHT.L,Agriterra Ld,,
AIBG.L,Legal & General Ucits ETF Public Limited,,
ANTO.L,Amundi Investment Solutions,,
ATST.L,Artemis Alpha Trust Plc,,
AUTO.L,Autins Group Plc,,
AV.L,Auto Trader Group Plc,,
AXB.L,UBS [Irl] ETF Plc,,
AZN.L,Anglesey Mining Plc,,
BA.L,Astrazeneca Plc,,
BARC.L,Brand Architekts Group Plc,,
BATS.L,Go Ucits ETF Solutions Plc,,
BBOX.L,Jpmorgan ETFS (Ireland) Icav,,
BC94.L,Chemring Group Plc,,
BDEV.L,National Grid Electricit,,
BEZ.L,,,
BHP.L,Bh Macro Limited,,
BIRG.L,Blackbird Plc,,
BKG.L,Bisichi Mining Plc,,
BLND.L,Berkeley Resources Limited,,
BME.L,Baronsmead Vct 3 Plc,,
BNC.L,Bloomsbury Publishing Plc,,
BNZL.L,Blenheim Natural Resources Plc,,
BP.L,Bodycote Plc,,
BRBY.L,,,
BUR.L,Lyxor Index Fund,,
BVA.L,Powershares Glbal Funds,,
BVIC.L,Batm Advanced Communications Ld,,
BWY.L,Bristol & West Plc,,
CBKD.L,Close Brothers Group Plc,,
CCC.L,Wisdomtree Issuer Plc,,
CCEP.L,Computacenter Plc,,
CCH.L,Coca-Cola European Partners Plc,,
CCL.L,CC Japan Income & Growth Trust Plc,,
CNA.L,Amundi ETF,,
COD.L,ETFS Commodity Securities Limited,,
CPG.L,City Pub Group Plc [The],,
CRDA.L,Caracal Energy Inc.,,
CRH.L,Creo Medical Group Plc,,
CTEC.L,Catenae Innovation Plc,,
DCC.L,Ishares II Plc,,
DGE.L,Dfs Furniture Plc,,
DGED.L,Diageo Plc,,
DLN.L,Direct Line Insurance Gr,,
DPH.L,Dp Eurasia N.V.,,
DPLM.L,Dechra Pharmaceuticals Plc,,
DRX.L,Driver Group Plc,,
EDV.L,Egdon Resources Plc,,
EMG.L,Ishares II Plc,,
ENT.L,,,
EXPN.L,Edinburgh Worldwide Investment Trust Plc,,
EZJ.L,Eagle Eye Solutions Grou,,
FCIT.L,Funding Circle Holdings Plc,,
FERG.L,Fidelity Ucits Icav,,
FIVE.L,FTSE Nothing Index,,
FLTR.L,Franklin Libertyshares Icav,,
FP.L,Foxtons Group Plc,,
FRES.L,Franklin Libertyshares Icav,,
GACA.L,Gcp Asset Backed Income Fund Limited,,
GACB.L,General Accident Plc,,
GAW.L,Gattaca Plc,,
GEC.L,Market Vectors Ucits ETF,,
GLB.L,SSGA SPDR ETFS Europe I Plc,,
GLEN.L,Gleeson [M.J.] Group Plc,,
GRG.L,Grc International Group Plc,,
GSK.L,Gore Street Energy Storage Fund Plc,,
HHPD.L,Henderson High Income Trust Plc,,
HICL.L,Hargreave Hale Aim Vct 1 Plc,,
HIK.L,Ishares Plc,,
HKLB.L,FTSE Actuaries 350 High Yield,,
HL.L,HSBC ETFS Plc,,
HLMA.L,Helical Bar Plc,,
HLN.L,Halma Plc,,
HSBA.L,Hornby Plc,,
HSBK.L,HSBC Holdings Plc,,
HSX.L,Hostelworld Group Plc,,
HTSC.L,HSBC ETFS Plc,,
HWDN.L,Heavitree Brewery Plc,,
HYUD.L,Ishares Plc,,
IAG.L,Ishares Plc,,
IBM.L,Ishares III Plc,,
ICP.L,Pacer Developed Markets International CA,,
IGG.L,Ishares III Plc,,
IHG.L,Ishares V Public Limited Company,,
III.L,iimia Investment Group Plc,,
IMB.L,Ishares III Plc,,
IMI.L,Ishares II Plc,,
INCH.L,Ishares Plc,,
INF.L,Multi Units Luxembourg,,
INPP.L,Inland Zdp Plc,,
INVP.L,Investment Company Plc,,
INVR.L,Investec Plc,,
ITRK.L,Ishares II Plc,,
ITV.L,I2S,,
JD.L,Jpmorgan Claverhouse Investment Trust Pl,,
JET2.L,Jpmorgan ETFS [Ireland] Icav,,
JMAT.L,Jpmorgan ETFS (Ireland) Icav,,
KAP.L,Jz Capital Partners Limited,,
KGF.L,Keystone Law Group Plc,,
KNM.L,,,
KSPI.L,Lyxor International Asse,,
KYGA.L,Keywords Studios Plc,,
LAND.L,ETFS Commodity Securities Limited,,
LGEN.L,Legal & General Ucits ETF Public Limited,,
LLOY.L,,,
LSEG.L,London Security Plc,,
LTOD.L,Lindsell Train Investment Trust Plc,,
MHID.L,,,
MHM.L,Mahindra & Mahindra Limi,,
MKS.L,Mkango Resources Ltd,,
MNDI.L,FTSE Global 100 Index,,
MNG.L,Mondi Plc,,
MRO.L,Marlowe Holdings Limited,,
MYSE.L,Murray International Trust Plc,,
NG.L,Nuformix Plc,,
NWG.L,Nwf Group Plc,,
NXT.L,Norcros Plc,,
OCDO.L,,,
PCT.L,ETFS Hedged Commodity Securities Limited,,
PHNX.L,,,
PRU.L,Puretech Health Plc,,
PSH.L,Phoenix Spree Deutschlan,,
PSHD.L,Pershing Square Holdings Ltd,,
PSN.L,Pershing Square Holdings Ltd,,
PSON.L,Persimmon Plc,,
RCP.L,Riverstone Credit Opportunities Income P,,
REL.L,Redx Pharma Plc,,
RICO.L,RBS Market Access,,
RIGD.L,Reliance Infrastructure,,
RIO.L,Rights & Issues Investment Trust Plc,,
RKT.L,Rockhopper Exploration Plc,,
RMV.L,River and Mercantile UK,,
ROR.L,,,
RR.L,Randall & Quilter Investment Holdings Pl,,
RS1.L,Red Rock Resources Plc,,
RSW.L,Restore Plc,,
RTO.L,Restaurant Group Plc,,
S32.L,Source Markets Public Li,,
SANB.L,Santander UK Plc,,
SBID.L,UBS ETF,,
SBRY.L,ETFS Commodity Securities Limited,,
SCT.L,Scs Group Plc,,
SDR.L,Schroder Asiapacific Fund Plc,,
SGE.L,ETFS Metal Securities Limited,,
SGLD.L,Ishares III Plc,,
SGRO.L,Multi Units Luxembourg,,
SHEL.L,Urban Logistics REIT Plc,,
SKG.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/6/08CW. E1 GBX215 C,,
SMDS.L,,,
SMIN.L,Twentyfour Select Monthl,,
SMSD.L,Smart Metering Systems Plc,,
SMSN.L,Samsung Electronics CO L,,
SMT.L,Samsung Electronics CO L,,
SN.L,FTSE Smallcap [Exit],,
SNGR.L,ETFS Commodity Securities Limited,,
SPX.L,Spirent Communications Plc,,
SSE.L,Ishares V Public Limited Company,,
SSON.L,Source Physical Markets Plc,,
STAN.L,Staffline Group Plc,,
STJ.L,STI 3X Daily Short Index,,
SVT.L,Savills Plc,,
SXS.L,SSGA SPDR ETFS Europe II,,
TATE.L,FTSE Techmark Allshare,,
TRIG.L,Trifast Plc,,
TSCO.L,TR Property Investment Trust Plc,,
TTST.L,Tt Electronics Plc,,
TW.L,Lyxor International Asse,,
TYT.L,Tyman Plc,,
UKW.L,UBS [Irl] ETF Plc,,
ULVR.L,Boost Issuer Public Limited Company,,
UTG.L,Unisys Corporation,,
UU.L,Uil Finance Limited,,
VOD.L,Vodafone Group Plc,,
VTY.L,Vertu Motors Plc,,
WEIR.L,Webis Holdings Plc,,
WISE.L,FTSE Qatar Index,,
WIZZ.L,FTSE South Africa Index,,
WPM.L,Windar Photonics Plc,,
WPP.L,,,
WTB.L,Witan Investment Trust Plc,,
CEF.TO,SPROTT PHYSICAL GOLD AND SILVER TRUST USF,Toronto,
FFH.TO,FAIRFAX FINANCIAL HOLDINGS LTD. SV USF,Toronto,
IVQ.TO,INVESQUE INC. USF,Toronto,
NVEI.TO,NUVEI CORPORATION J SV USF,Toronto,
PHYS.TO,SPROTT PHYSICAL GOLD TRUST TRANSFER UNITS USF,Toronto,
PLC.TO,PARK LAWN CORPORATION USF,Toronto,
PSLV.TO,SPROTT PHYSICAL SILVER TRUST TRANSFR USF UN,Toronto,
SPPP.TO,SPROTT PHYSICAL PLATINUM & PALLADIUM TR US UN,Toronto,
AAAU,,,
ARKG,,,
ARKK,,,
ARKW,,,
BAR,,,
BBH,,,
BBRE,,,
BIZD,,,
BJUL,,,
BLOK,,,
BOCT,,,
BRZU,,,
CIBR,,,
CLOU,,,
CQQQ,,,
CURE,,,
DBO,,,
DBP,,,
DFEN,,,
DGP,,,
DGZ,,,
DRIP,,,
DRV,,,
DUST,,,
DZZ,,,
EDC,,,
EDZ,,,
EMQQ,,,
ERX,,,
ERY,,,
EUFN,,,
FAS,,,
FAZ,,,
FBT,,,
FDN,,,
FHLC,,,
FINX,,,
FIVG,,,
FNCL,,,
FNGU,,,
FREL,,,
FRI,,,
FTEC,,,
FXH,,,
FXL,,,
FXO,,,
GAMR,,,
GLD,,,
GLDM,,,
GLL,,,
GQRE,,,
GUSH,,,
HACK,,,
HAUZ,,,
IAT,,,
IAU,,,
IAUF,,,
IBB,,,
ICF,,,
IEUS,,,
IFGL,,,
IGM,,,
IGV,,,
IHF,,,
IHI,,,
INDL,,,
IPAY,,,
IRBO,,,
ITEQ,,,
IVV,,,
IXG,,,
IXJ,,,
IXN,,,
IYF,,,
IYG,,,
IYH,,,
IYR,,,
IYW,,,
JDST,,,
JNUG,,,
KBE,,,
KBWB,,,
KBWD,,,
KBWY,,,
KIE,,,
KRE,,,
KWEB,,,
LABD,,,
LABU,,,
MORT,,,
NAIL,,,
NUGT,,,
OGIG,,,
OIL,,,
OILK,,,
OUNZ,,,
PJUL,,,
PNQI,,,
POCT,,,
PSCT,,,
PSI,,,
PSJ,,,
PSR,,,
PTF,,,
QQQ,,,
QTEC,,,
REET,,,
REM,,,
REZ,,,
ROBO,,,
ROM,,,
RWO,,,
RWR,,,
RWX,,,
RYF,,,
RYH,,,
RYT,,,
SCHH,,,
SCO,,,
SDOW,,,
SGOL,,,
SKYY,,,
SMH,,,
SNSR,,,
SOCL,,,
SOXL,,,
SOXS,,,
SOXX,,,
SPDN,,,
SPXL,,,
SPXS,,,
SPXU,,,
SPY,,,
SQQQ,,,
SRET,,,
SRTY,,,
SRVR,,,
SVXY,,,
TDIV,,,
TECL,,,
TECS,,,
TMF,,,
TMV,,,
TNA,,,
TQQQ,,,
TZA,,,
UCO,,,
UDOW,,,
UGL,,,
UJUL,,,
UOCT,,,
UPRO,,,
URTY,,,
USD,,,
USL,,,
USO,,,
USRT,,,
UVXY,,,
UYG,,,
VFH,,,
VGT,,,
VHT,,,
VIXM,,,
VIXY,,,
VNQ,,,
VNQI,,,
VOO,,,
VRAI,,,
VXX,,,
VXZ,,,
XBI,,,
XHE,,,
XLF,,,
XLK,,,
XLRE,,,
XLV,,,
XNTK,,,
XSD,,,
XSW,,,
XT,,,
YANG,,,
YINN,,,
3856.T,,,
6857.T,,,
8267.T,,,
5201.T,,,
6227.T,,,
7259.T,,,
2802.T,,,
2784.T,,,
7859.T,,,
9202.T,,,
8304.T,,,
4180.T,,,
2502.T,,,
7747.T,,,
3407.T,,,
7936.T,,,
4503.T,,,
7832.T,,,
6532.T,,,
2412.T,,,
9783.T,,,
6027.T,,,
5108.T,,,
7751.T,,,
9697.T,,,
9022.T,,,
9502.T,,,
4519.T,,,
2579.T,,,
7186.T,,,
5021.T,,,
3349.T,,,
4751.T,,,
4776.T,,,
7912.T,,,
6383.T,,,
8750.T,,,
4568.T,,,
6367.T,,,
1878.T,,,
1925.T,,,
8601.T,,,
4598.T,,,
6902.T,,,
4324.T,,,
6146.T,,,
6141.T,,,
9020.T,,,
6361.T,,,
4523.T,,,
5020.T,,,
6961.T,,,
4921.T,,,
6954.T,,,
9983.T,,,
6890.T,,,
2767.T,,,
3563.T,,,
4478.T,,,
6504.T,,,
4901.T,,,
5803.T,,,
6702.T,,,
8354.T,,,
7826.T,,,
4449.T,,,
2375.T,,,
3769.T,,,
2160.T,,,
2433.T,,,
6965.T,,,
9042.T,,,
4011.T,,,
6806.T,,,
6305.T,,,
6501.T,,,
7267.T,,,
7741.T,,,
4062.T,,,
5019.T,,,
7013.T,,,
1605.T,,,
3099.T,,,
7202.T,,,
8001.T,,,
4739.T,,,
6228.T,,,
9201.T,,,
8697.T,,,
1662.T,,,
7182.T,,,
6178.T,,,
7181.T,,,
2914.T,,,
6951.T,,,
5411.T,,,
4185.T,,,
6632.T,,,
3133.T,,,
1812.T,,,
2371.T,,,
4613.T,,,
4452.T,,,
3498.T,,,
7012.T,,,
9107.T,,,
9433.T,,,
9008.T,,,
9009.T,,,
8972.T,,,
6861.T,,,
2801.T,,,
9041.T,,,
2503.T,,,
4967.T,,,
3038.T,,,
5406.T,,,
6301.T,,,
9766.T,,,
4922.T,,,
6326.T,,,
6370.T,,,
3549.T,,,
6971.T,,,
9508.T,,,
7180.T,,,
9142.T,,,
6920.T,,,
2651.T,,,
8848.T,,,
4912.T,,,
5938.T,,,
2413.T,,,
3132.T,,,
6586.T,,,
8002.T,,,
8252.T,,,
3088.T,,,
7261.T,,,
2702.T,,,
7167.T,,,
2269.T,,,
4385.T,,,
6871.T,,,
6479.T,,,
9962.T,,,
4188.T,,,
8058.T,,,
6503.T,,,
8802.T,,,
4182.T,,,
8593.T,,,
7011.T,,,
7211.T,,,
8306.T,,,
8031.T,,,
4183.T,,,
8801.T,,,
5706.T,,,
9104.T,,,
8411.T,,,
3994.T,,,
3064.T,,,
2264.T,,,
8725.T,,,
6981.T,,,
7014.T,,,
6701.T,,,
7518.T,,,
3659.T,,,
3186.T,,,
5333.T,,,
5334.T,,,
6594.T,,,
2127.T,,,
7974.T,,,
4612.T,,,
4091.T,,,
4516.T,,,
5401.T,,,
9432.T,,,
9101.T,,,
4021.T,,,
7201.T,,,
2897.T,,,
9843.T,,,
6988.T,,,
8604.T,,,
6254.T,,,
3231.T,,,
4307.T,,,
9613.T,,,
1802.T,,,
4684.T,,,
9007.T,,,
3861.T,,,
7733.T,,,
6645.T,,,
4528.T,,,
7647.T,,,
3288.T,,,
4661.T,,,
8591.T,,,
9532.T,,,
5726.T,,,
4768.T,,,
4578.T,,,
2427.T,,,
7532.T,,,
6752.T,,,
4666.T,,,
2168.T,,,
4882.T,,,
2181.T,,,
3923.T,,,
4755.T,,,
6098.T,,,
6723.T,,,
8308.T,,,
7752.T,,,
6963.T,,,
4527.T,,,
6323.T,,,
7453.T,,,
6417.T,,,
8136.T,,,
4536.T,,,
2501.T,,,
8473.T,,,
7735.T,,,
9719.T,,,
9735.T,,,
6460.T,,,
9024.T,,,
6724.T,,,
4204.T,,,
1928.T,,,
3382.T,,,
9143.T,,,
6753.T,,,
6590.T,,,
3697.T,,,
7701.T,,,
7309.T,,,
1803.T,,,
4063.T,,,
6967.T,,,
4507.T,,,
4911.T,,,
4004.T,,,
3197.T,,,
6273.T,,,
9434.T,,,
9984.T,,,
2768.T,,,
8630.T,,,
6758.T,,,
4565.T,,,
9684.T,,,
7270.T,,,
3436.T,,,
1514.T,,,
4005.T,,,
8053.T,,,
5802.T,,,
1911.T,,,
5713.T,,,
8316.T,,,
8309.T,,,
8830.T,,,
5110.T,,,
2587.T,,,
7269.T,,,
6869.T,,,
8795.T,,,
1801.T,,,
6976.T,,,
4502.T,,,
6762.T,,,
4543.T,,,
8331.T,,,
9504.T,,,
9503.T,,,
8766.T,,,
9501.T,,,
2760.T,,,
